,Epoch,Loss
0,0,0.00992333423346281
1,1,0.001724349451251328
2,2,0.0016816993011161685
3,3,0.00165632925927639
4,4,0.0016378223663195968
5,5,0.0016232648631557822
6,6,0.0016113428864628077
7,7,0.0016012482810765505
8,8,0.0015926306368783116
9,9,0.0015852500218898058
10,10,0.0015786989824846387
11,11,0.0015722553944215178
12,12,0.0015666928375139832
13,13,0.0015616444870829582
14,14,0.001556980423629284
15,15,0.0015524688642472029
16,16,0.001548198633827269
17,17,0.0015441498253494501
18,18,0.001540363417007029
19,19,0.001536743133328855
20,20,0.0015333263436332345
21,21,0.0015300848754122853
22,22,0.001527033862657845
23,23,0.0015240978682413697
24,24,0.0015212846919894218
25,25,0.0015185800148174167
26,26,0.0015159936156123877
27,27,0.0015135214198380709
28,28,0.0015111590037122369
29,29,0.0015088957734405994
30,30,0.00150672800373286
31,31,0.0015046520857140422
32,32,0.0015026683686301112
33,33,0.001500779646448791
34,34,0.0014989895280450583
35,35,0.0014973022043704987
36,36,0.0014957175590097904
37,37,0.0014942314010113478
38,38,0.001492836745455861
39,39,0.001491525792516768
40,40,0.0014902896946296096
41,41,0.001489118323661387
42,42,0.0014880015514791012
43,43,0.0014869293663650751
44,44,0.0014858845388516784
45,45,0.0014848426217213273
46,46,0.0014837422640994191
47,47,0.0014825460966676474
48,48,0.0014814292080700397
49,49,0.0014803716912865639
50,50,0.0014793653972446918
51,51,0.0014783622464165092
52,52,0.0014773556031286716
53,53,0.0014763311482965946
54,54,0.0014752879505977035
55,55,0.0014742091298103333
56,56,0.0014729867689311504
57,57,0.001471530762501061
58,58,0.0014699690509587526
59,59,0.001468356349505484
60,60,0.0014667793875560164
61,61,0.001465166569687426
62,62,0.001463546184822917
63,63,0.001461832202039659
64,64,0.0014602609444409609
65,65,0.001459025777876377
66,66,0.0014566085301339626
67,67,0.0014540439005941153
68,68,0.0014517457457259297
69,69,0.0014493520138785243
70,70,0.0014465716667473316
71,71,0.0014442584943026304
72,72,0.0014418950304389
73,73,0.0014384835958480835
74,74,0.0014356521423906088
75,75,0.0014316701563075185
76,76,0.0014287496451288462
77,77,0.001424433314241469
78,78,0.0014214366674423218
79,79,0.00141754443757236
80,80,0.001414302852936089
81,81,0.0014119261177256703
82,82,0.0014080713735893369
83,83,0.0014071938348934054
84,84,0.0014011067105457187
85,85,0.001400065259076655
86,86,0.001393931801430881
87,87,0.0013928442494943738
88,88,0.0013876077719032764
89,89,0.0013869772665202618
90,90,0.0013824107591062784
91,91,0.0013824158813804388
92,92,0.0013778096763417125
93,93,0.001378202112391591
94,94,0.0013735279208049178
95,95,0.0013740942813456059
96,96,0.0013696812093257904
97,97,0.0013705776073038578
98,98,0.001366457436233759
99,99,0.0013678002869710326
100,100,0.0013634003698825836
101,101,0.0013649031752720475
102,102,0.0013602538965642452
103,103,0.0013616719515994191
104,104,0.001357401954010129
105,105,0.001358373323455453
106,106,0.0013549111317843199
107,107,0.0013558311620727181
108,108,0.001352738356217742
109,109,0.0013535916805267334
110,110,0.0013507549883797765
111,111,0.0013515045866370201
112,112,0.0013488755794242024
113,113,0.0013493882725015283
114,114,0.0013470487901940942
115,115,0.0013474184088408947
116,116,0.0013450878905132413
117,117,0.0013456414453685284
118,118,0.001343532814644277
119,119,0.0013451691484078765
